Judge Name:,John Doe,,,,,,,"See criteria descriptions on the right
--------------> ",Judging Rubric and Descriptions,,,,,,,,,
Track to Assess:,Defi,,,,,,,,,,,,,,,,,
Imagine NFT | AI-Powered NFT Creation & Marketplace,7,5,4,4,20.00,50%,5.00,,Solution complexity and sophistication,"Judges assess the completeness and sophistication of the implementation of the agent. How much of the functionality is implemented? How correct is the implementation? How innovative is the usage of Sui features within the agent?

Teams are judged on the technical implementation of the agent, as distinct from the concept or user experience. While usability and interface design are relevant in other categories, this section focuses on the technical execution. For example, a well-coded agent that effectively leverages Sui’s unique features, such as composability or low latency, would score higher than one with a basic or generic implementation.

Agents should have a roughly complete and correct implementation to achieve a top score, but innovation in using Sui-specific features can further elevate the score. This could include leveraging Sui’s object composability, Move language capabilities, zkSend, dynamic fields, or designing for Sui’s low gas fees, high throughput, and low latency. An agent that goes beyond basic functionality to creatively integrate these features demonstrates strong technical sophistication.",,,,"- How much of the agent’s functionality is completed?
- What is the overall code quality of the implementation?
- How correct and reliable is the implementation? Are there any obvious bugs or errors in the final version?
- How “finished” and maintainable is the agent? Could it be further developed or scaled with ease?
- Has the agent effectively leveraged Sui’s unique features to create capabilities that are only possible on Sui? Examples include object composability, dynamic fields, zkSend, or low-latency/high-throughput design.",,,,"0-3 (poor): A poor technical implementation is absent, completely incorrect, or critically broken. Core agent workflows do not function as intended. There is minimal or no testing, code quality is abysmal, and maintenance is either nonexistent or infeasible."
Sui Story,6,4,3,3,16.00,40%,4.00,,,,,,,,,,,
WORLD3 - Crystal Caves,3,4,4,4,15.00,38%,3.75,,,,,,,,,,,"3-6 (mediocre): A mediocre technical implementation works, but with significant limitations. Core agent functionality exists but may be partially broken or implemented poorly. Some workflows may not function, and the implementation may be overly buggy or lack maintainability. An agent that minimally uses Sui features without innovation, or mimics standard approaches without leveraging Sui’s unique capabilities, falls into this category.
"
Courtroom Simulator,6,5,4,3,18.00,45%,4.50,,,,,,,,,,,
SuiSound,7,6,5,6,24.00,60%,6.00,,,,,,,,,,,
Suikai,7,7,7,6,27.00,68%,6.75,,,,,,,,,,,
Project Deceit,9,7,7,7,30.00,75%,7.50,Fun idea could make a good mobile game,,,,,,,,,,
@suiware/ai-tools,7,7,7,7,28.00,70%,7.00,,,,,,,,,,,"6-9 (good): A good technical implementation works well, with minor or rare bugs. The agent adheres to Sui conventions and best practices, with reasonable code quality and sufficient testing. Testing processes are automated, and the implementation demonstrates signs of maintainability. Clever or innovative use of Sui’s unique features, such as dynamic fields or zkSend, can elevate an otherwise standard implementation to this level. 
"
Boris Boarman,4,6,4,3,17.00,43%,4.25,,,,,,,,,,,
Token Tails,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiZa,8,4,4,5,21.00,53%,5.25,,,,,,,,,,,
Groq Agents,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
DeFiLink,3,3,3,3,12.00,30%,3.00,,,,,,,,,,,
AgentFAI,7,7,6,6,26.00,65%,6.50,,,,,,,,,,,"10 (exceeding): An exceptional technical implementation is elegant, thoroughly tested, fully documented, and easy to maintain. The agent leverages Sui’s unique capabilities in creative ways that go beyond standard approaches, potentially showcasing use cases that even the ecosystem’s creators may not have anticipated. A truly exceeding implementation blends technical brilliance with innovation, setting a benchmark for quality and creativity.
"
Marea AI,7,7,7,6,27.00,68%,6.75,,,,,,,,,,,
Ragen,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
AgentiPy,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
FinKeeper,6,7,7,6,26.00,65%,6.50,,Real-world utility and impact,"Judges assess the real-world utility and potential impact of the agent. How effectively does the agent address a meaningful problem? How relevant is the agent’s functionality in real-world scenarios? How well does it create tangible value for users or ecosystems?

Teams are judged on the agent's ability to provide a practical, scalable, and impactful solution. While technical implementation is considered in other categories, this section focuses on the real-world implications and benefits of the agent. For example, an agent that solves a widespread pain point or offers innovative solutions with clear utility would score higher than one with limited or niche use cases.

Agents should demonstrate a clear understanding of the problem they aim to solve and their broader implications for users or systems. Amplify their real-world relevance can elevate the score. An agent that aligns strongly with user needs while showcasing significant potential for adoption and scalability represents strong real-world utility and impact.",,,,"- At a high level, how effectively does this agent address real-world needs or challenges?
- Are there unique factors or attributes not captured in other criteria that significantly enhance the agent’s utility or merit?
- Does the agent integrate multiple aspects of functionality, design, or innovation in a way that strengthens its overall utility and impact?
- How scalable and adaptable is the agent for broader use cases or future development?
- How well does the agent balance technical innovation with practical, real-world application?",,,,"0-3 (poor): The agent has minimal or no real-world utility. It fails to address any meaningful problem or provide tangible value. The concept may lack scalability, clear use cases, or practical applications, and it doesn’t leverage Sui’s unique features in a meaningful way."
MemeX,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Suitami,6,5,5,4,20.00,50%,5.00,,,,,,,,,,,"3-6 (mediocre): The agent shows some potential for real-world utility but is limited in its scope, execution, or relevance. It may address a minor problem or niche use case but lacks scalability or broader applicability. While there may be some use of Sui’s features, it is either superficial or underwhelming."
Midas,7,7,7,7,28.00,70%,7.00,,,,,,,,,,,
DolphAI.xyz,6,5,5,5,21.00,53%,5.25,,,,,,,,,,,
[Alberta] - Cybersecurity AI Assistant,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Passive Income Asset Management AI Agent by Jugemu.ai,5,5,4,5,19.00,48%,4.75,,,,,,,,,,,
SUIRISE,4,3,3,3,13.00,33%,3.25,,,,,,,,,,,"6-9 (good): The agent demonstrates clear real-world utility and effectively addresses a meaningful problem. It is scalable and relevant, with strong potential for adoption in the Sui ecosystem or beyond. The agent leverages Sui’s unique features, such as composability or low-latency design, in a thoughtful way to enhance its impact."
BeforeLife,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
neonet ai,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Fenz.AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
BackHack.dev,8,6,6,6,26.00,65%,6.50,,,,,,,,,,,
topkio.rs,7,5,5,4,21.00,53%,5.25,,,,,,,,,,,
PelicanBot,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,"10 (exceeding): The agent is a game-changing solution with exceptional real-world utility and impact. It addresses a significant problem or creates entirely new opportunities in a way that is scalable, relevant, and innovative. The agent fully capitalizes on Sui’s unique capabilities to deliver value that would be impossible otherwise. It sets a benchmark for what agents can achieve, with extraordinary potential for adoption and influence."
Highland,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
tukidrop,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
BlackSquid: Jumping,5,5,5,4,19.00,48%,4.75,,,,,,,,,,,
Expuzi™,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiRichGuruAgent,2,2,2,2,8.00,20%,2.00,,,,,,,,,,,
Eliza Notary,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Foam,8,7,7,7,29.00,73%,7.25,"Good team, product is cool, like the UI",,,,,,,,,,
sui-agent-kit,5,5,5,5,20.00,50%,5.00,,,,,,,,,,,
Indra,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiHubAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
🤖 Ava the Portfolio Managing AI Agent,6,6,6,6,24.00,60%,6.00,,,,,,,,,,,
Build-A-Bot: Where Life-Long AI Companions Are Made,8,8,6,7,29.00,73%,7.25,Fun concept,,,,,,,,,,
Trackit,7,6,5,5,23.00,58%,5.75,,,,,,,,,,,
Tizzle,6,7,6,5,24.00,60%,6.00,,,,,,,,,,,
AlphaSniffer,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Atoma Network n8n Community Node Integration,8,7,7,7,29.00,73%,7.25,Chat about more integrations down the road,,,,,,,,,,
SUI AI Agent kit,7,6,6,6,25.00,63%,6.25,,,,,,,,,,,
Life Vacation,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Right community,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Egg AI,7,5,5,6,23.00,58%,5.75,,,,,,,,,,,
7K LP AI Agent,7,7,7,5,26.00,65%,6.50,,,,,,,,,,,
Amored,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Mint AI,6,6,6,5,23.00,58%,5.75,,,,,,,,,,,
Atoma Dreams,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
DeepEyes - AI Agent Platform,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
sui-agent-kit-pelagosai,8,8,7,6,29.00,73%,7.25,,,,,,,,,,,
tai-shang-ai-saas-system,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
IVAN AI,8,6,6,6,26.00,65%,6.50,"Navi product, cool gave feedback when they asked",,,,,,,,,,
SUI AI COIN,6,7,6,6,25.00,63%,6.25,,,,,,,,,,,
Anemone framework,6,5,5,4,20.00,50%,5.00,,,,,,,,,,,
SuiAutoFi,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
yiuoouoii,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Nixora,8,7,7,8,30.00,75%,7.50,"I like the UI a lot, seems promising ",,,,,,,,,,
Sui Light Agent,2,2,2,2,8.00,20%,2.00,,,,,,,,,,,
DeCeek,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
ASTRA,8,7,7,7,29.00,73%,7.25,,,,,,,,,,,
Fate3AI,8,6,6,5,25.00,63%,6.25,,,,,,,,,,,
SuiMind,6,5,5,4,20.00,50%,5.00,,,,,,,,,,,
Sui Earn,2,2,2,2,8.00,20%,2.00,,,,,,,,,,,
MonoQuery,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
5son,5,6,5,5,21.00,53%,5.25,,,,,,,,,,,
TrenchesAI,7,5,5,6,23.00,58%,5.75,,,,,,,,,,,
Meow Star,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Cyper,6,5,5,5,21.00,53%,5.25,,,,,,,,,,,
EpicVerse,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SUI Roast Agent,6,4,4,5,19.00,48%,4.75,,,,,,,,,,,
Dominion Protector,9,7,7,8,31.00,78%,7.75,,,,,,,,,,,
Memento OS,8,7,7,7,29.00,73%,7.25,,,,,,,,,,,
@elizaos/plugin-navi,5,7,7,7,26.00,65%,6.50,,,,,,,,,,,
Rivals AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Humour9X,7,6,6,6,25.00,63%,6.25,,,,,,,,,,,
Saito AI,6,6,6,6,24.00,60%,6.00,,,,,,,,,,,
The Jokepapa,4,5,5,5,19.00,48%,4.75,,,,,,,,,,,
FungIPle,3,2,2,2,9.00,23%,2.25,,,,,,,,,,,
pyano.fun,3,3,3,2,11.00,28%,2.75,,,,,,,,,,,
CyreneAI,6,6,6,5,23.00,58%,5.75,,,,,,,,,,,
SavageX,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
eliza-sui-news,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Suiiii,8,8,7,6,29.00,73%,7.25,Atoma agents framework used,,,,,,,,,,
NexusAI,8,9,8,7,32.00,80%,8.00,,,,,,,,,,,
VCMilei,8,7,6,6,27.00,68%,6.75,,,,,,,,,,,
RinAI,7,6,6,6,25.00,63%,6.25,Will make use of confidential endpoints in future,,,,,,,,,,
EverionAI,6,6,5,6,23.00,58%,5.75,,,,,,,,,,,
Liquid Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
HealthGuard AI,8,7,6,7,28.00,70%,7.00,Health AI stuff is things I wanna see more,,,,,,,,,,
H2O Bounty,7,6,6,6,25.00,63%,6.25,,,,,,,,,,,
Agent Builder,9,8,8,8,33.00,83%,8.25,"Kamal - OS contributor to Atoma agents, Fischon friend",,,,,,,,,,
DeepBookAI,6,8,7,7,28.00,70%,7.00,,,,,,,,,,,
Xfinder,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Mitsui Protocol,9,8,9,9,35.00,88%,8.75,Personal favourite application,,,,,,,,,,
Fair Square,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
ArtChain AI,3,2,2,2,9.00,23%,2.25,,,,,,,,,,,
Sui AI Image Generator & NFT Minter,3,2,2,2,9.00,23%,2.25,,,,,,,,,,,
Numeron,7,6,6,5,24.00,60%,6.00,,,,,,,,,,,
suicasm,7,5,5,5,22.00,55%,5.50,,,,,,,,,,,
SuiSpark,8,7,7,7,29.00,73%,7.25,"Ibriz second project, cool shark tank stuff, UI is lacking ",,,,,,,,,,
Sui Portfolio Analysis Agent,5,5,5,5,20.00,50%,5.00,,,,,,,,,,,
Five Realms,6,6,6,7,25.00,63%,6.25,V similar to game I built,,,,,,,,,,
Ephemeral,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Poink chat,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
LegalShieldAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Rockee,8,7,7,7,29.00,73%,7.25,,,,,,,,,,,
Flyfish agent,8,6,7,7,28.00,70%,7.00,"I like this a lot, can be cleaned up and benefical for extended use cases",,,,,,,,,,
Matrix,5,3,2,3,13.00,33%,3.25,,,,,,,,,,,
NextGenius AI Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Yamaswap,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
AtomaQuiz,4,4,3,3,14.00,35%,3.50,,,,,,,,,,,
Defai Office,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Space Paws Mini-game: Wolf Game,9,8,7,6,30.00,75%,7.50,"Really like this project, data labelling made fun powered by Atoma",,,,,,,,,,
Vulkan,6,5,5,4,20.00,50%,5.00,,,,,,,,,,,
Aiko,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
sui-agent (Zoe + Sui Agent Tools),5,6,6,6,23.00,58%,5.75,,,,,,,,,,,
Multimodal V-Tuber and Desktop Assistant,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
DexterAI,9,8,8,8,33.00,83%,8.25,"Dexter team is really cool, excited to see how it evolves with better function calling models than Llama 3.3",,,,,,,,,,
DrPhil,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Matchfluence,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Sui Agent Typhoon,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Eliza-NAVI-Trading,6,5,5,4,20.00,50%,5.00,,,,,,,,,,,
Fourier,8,6,6,8,28.00,70%,7.00,,,,,,,,,,,
Colossuium,5,2,2,2,11.00,28%,2.75,,,,,,,,,,,
Synapse Wealth,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
RIFT,9,7,8,6,30.00,75%,7.50,"Cool game, still rough around the edges though could become something",,,,,,,,,,
AnnotaLens,8,7,6,6,27.00,68%,6.75,,,,,,,,,,,
OpenGraph : TensorflowSui,10,10,9,8,37.00,93%,9.25,"This is incredible, could become something very serious post hackathon, keen to support",,,,,,,,,,
Bluefin Eliza OS Plugin,7,7,7,7,28.00,70%,7.00,,,,,,,,,,,
SuiDefiMadeEasy,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Rugged-Club,9,7,7,8,31.00,78%,7.75,"Cool product, cool team",,,,,,,,,,
SuiMate Universe AI Agents: AIdeniyi + SuiTrivia + SuiTipper,7,7,7,7,28.00,70%,7.00,"Eason's project, AIdeyini is funny but want to see more",,,,,,,,,,
Sentient.ai,9,7,8,7,31.00,78%,7.75,"Constrained due to Llama function calling limitations to integrate Atoma, could become cool quant hub",,,,,,,,,,
