Judge Name:,John Doe,,,,,,,"See criteria descriptions on the right
--------------> ",Judging Rubric and Descriptions,,,,,,,,,
Track to Assess:,Defi,,,,,,,,,,,,,,,,,
SuiGuard: AI-Powered Security Agent for NFT Scam Detection,7,0,0,0,7.00,18%,1.75,Really amazing idea to tag scam NFTs and solve a big problem on Sui. However no code example.,,,,,,,,,,"10 (exceeding): An exceeding agent is a highly refined system that operates seamlessly and provides a delightful interaction experience. Its functionality is robust, its interface is thoughtfully designed, and its usability is a pleasure. The agent feels polished and complete, with potential for significant real-world impact or user adoption. It represents everything an agent should aspire to be.
"
Toby,5,4,5,8,22.00,55%,5.50,Potential to help retail users.,,,,,,,,,,
[Alberta] - Cybersecurity AI Assistant,7,3,5,6,21.00,53%,5.25,Good use case but i did not see Sui integration on the Github.,,,,,,,,,,
Imagine NFT | AI-Powered NFT Creation & Marketplace,3,4,4,5,16.00,40%,4.00,"Good UI, simple implementation of AI. Market place not operational. Only allows for single NFTs.",Solution complexity and sophistication,"Judges assess the completeness and sophistication of the implementation of the agent. How much of the functionality is implemented? How correct is the implementation? How innovative is the usage of Sui features within the agent?

Teams are judged on the technical implementation of the agent, as distinct from the concept or user experience. While usability and interface design are relevant in other categories, this section focuses on the technical execution. For example, a well-coded agent that effectively leverages Sui’s unique features, such as composability or low latency, would score higher than one with a basic or generic implementation.

Agents should have a roughly complete and correct implementation to achieve a top score, but innovation in using Sui-specific features can further elevate the score. This could include leveraging Sui’s object composability, Move language capabilities, zkSend, dynamic fields, or designing for Sui’s low gas fees, high throughput, and low latency. An agent that goes beyond basic functionality to creatively integrate these features demonstrates strong technical sophistication.",,,,"- How much of the agent’s functionality is completed?
- What is the overall code quality of the implementation?
- How correct and reliable is the implementation? Are there any obvious bugs or errors in the final version?
- How “finished” and maintainable is the agent? Could it be further developed or scaled with ease?
- Has the agent effectively leveraged Sui’s unique features to create capabilities that are only possible on Sui? Examples include object composability, dynamic fields, zkSend, or low-latency/high-throughput design.",,,,"0-3 (poor): A poor technical implementation is absent, completely incorrect, or critically broken. Core agent workflows do not function as intended. There is minimal or no testing, code quality is abysmal, and maintenance is either nonexistent or infeasible."
Sui Story,3,3,2,2,10.00,25%,2.50,Consider using Walrus? Seems to be a text prompt then save into a NFT. Could not open the website.,,,,,,,,,,
WORLD3 - Crystal Caves,8,3,2,6,19.00,48%,4.75,Could not find Sui related code in the repo. Would be great to see enoki implemented.,,,,,,,,,,"3-6 (mediocre): A mediocre technical implementation works, but with significant limitations. Core agent functionality exists but may be partially broken or implemented poorly. Some workflows may not function, and the implementation may be overly buggy or lack maintainability. An agent that minimally uses Sui features without innovation, or mimics standard approaches without leveraging Sui’s unique capabilities, falls into this category.
"
Courtroom Simulator,6,0,0,5,11.00,28%,2.75,"Interesting concept, did not see much code. Only coin code and characters on eliza.",,,,,,,,,,
SuiSound,0,0,0,0,0.00,0%,0.00,https://www.suisound.ai/ I was unable to find a way to make music,,,,,,,,,,
Suikai,3,5,5,2,15.00,38%,3.75,"building a framework from scratch, needs more work. Wondering, why not start from Eliza.",,,,,,,,,,
Project Deceit,7,4,3,6,20.00,50%,5.00,"Has a basic working dApp, idea has potential.",,,,,,,,,,
@suiware/ai-tools,3,4,3,4,14.00,35%,3.50,Basic DeFi integration,,,,,,,,,,"6-9 (good): A good technical implementation works well, with minor or rare bugs. The agent adheres to Sui conventions and best practices, with reasonable code quality and sufficient testing. Testing processes are automated, and the implementation demonstrates signs of maintainability. Clever or innovative use of Sui’s unique features, such as dynamic fields or zkSend, can elevate an otherwise standard implementation to this level. 
"
Boris Boarman,4,4,4,4,16.00,40%,4.00,,,,,,,,,,,
Token Tails,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
SuiZa,7,8,4,7,26.00,65%,6.50,I was unable to deploy the agent. Good idea.,,,,,,,,,,
Groq Agents,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
DeFiLink,7,3,4,6,20.00,50%,5.00,Cool integration via Whatsapp. Basic DeF integration.,,,,,,,,,,
AgentFAI,4,2,3,5,14.00,35%,3.50,Basic defi integration. ONly swaps now. Good UI.,,,,,,,,,,"10 (exceeding): An exceptional technical implementation is elegant, thoroughly tested, fully documented, and easy to maintain. The agent leverages Sui’s unique capabilities in creative ways that go beyond standard approaches, potentially showcasing use cases that even the ecosystem’s creators may not have anticipated. A truly exceeding implementation blends technical brilliance with innovation, setting a benchmark for quality and creativity.
"
Marea AI,0,0,0,0,0.00,0%,0.00,Saw no code.,,,,,,,,,,
Ragen,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
AgentiPy,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
FinKeeper,5,5,5,5,20.00,50%,5.00,Atm it is just basic DeFi integration. Common idea.,Real-world utility and impact,"Judges assess the real-world utility and potential impact of the agent. How effectively does the agent address a meaningful problem? How relevant is the agent’s functionality in real-world scenarios? How well does it create tangible value for users or ecosystems?

Teams are judged on the agent's ability to provide a practical, scalable, and impactful solution. While technical implementation is considered in other categories, this section focuses on the real-world implications and benefits of the agent. For example, an agent that solves a widespread pain point or offers innovative solutions with clear utility would score higher than one with limited or niche use cases.

Agents should demonstrate a clear understanding of the problem they aim to solve and their broader implications for users or systems. Amplify their real-world relevance can elevate the score. An agent that aligns strongly with user needs while showcasing significant potential for adoption and scalability represents strong real-world utility and impact.",,,,"- At a high level, how effectively does this agent address real-world needs or challenges?
- Are there unique factors or attributes not captured in other criteria that significantly enhance the agent’s utility or merit?
- Does the agent integrate multiple aspects of functionality, design, or innovation in a way that strengthens its overall utility and impact?
- How scalable and adaptable is the agent for broader use cases or future development?
- How well does the agent balance technical innovation with practical, real-world application?",,,,"0-3 (poor): The agent has minimal or no real-world utility. It fails to address any meaningful problem or provide tangible value. The concept may lack scalability, clear use cases, or practical applications, and it doesn’t leverage Sui’s unique features in a meaningful way."
MemeX,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Suitami,4,4,4,4,16.00,40%,4.00,Did not see much sui integration.,,,,,,,,,,"3-6 (mediocre): The agent shows some potential for real-world utility but is limited in its scope, execution, or relevance. It may address a minor problem or niche use case but lacks scalability or broader applicability. While there may be some use of Sui’s features, it is either superficial or underwhelming."
Midas,0,0,0,0,0.00,0%,0.00,no website,,,,,,,,,,
DolphAI.xyz,0,0,0,0,0.00,0%,0.00,website did not work properly,,,,,,,,,,
[Alberta] - Cybersecurity AI Assistant,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Passive Income Asset Management AI Agent by Jugemu.ai,3,4,4,5,16.00,40%,4.00,Same idea of DeFi,,,,,,,,,,
SUIRISE,0,0,0,0,0.00,0%,0.00,seems to be a meme coin launched on SuiAI,,,,,,,,,,"6-9 (good): The agent demonstrates clear real-world utility and effectively addresses a meaningful problem. It is scalable and relevant, with strong potential for adoption in the Sui ecosystem or beyond. The agent leverages Sui’s unique features, such as composability or low-latency design, in a thoughtful way to enhance its impact."
BeforeLife,8,7,7,8,30.00,75%,7.50,"Creative, and has potential!",,,,,,,,,,
neonet ai,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Fenz.AI,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
BackHack.dev,7,5,6,6,24.00,60%,6.00,"unique idea, has potential",,,,,,,,,,
topkio.rs,0,0,0,0,0.00,0%,0.00,"no demo video, no sui",,,,,,,,,,
PelicanBot,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,"10 (exceeding): The agent is a game-changing solution with exceptional real-world utility and impact. It addresses a significant problem or creates entirely new opportunities in a way that is scalable, relevant, and innovative. The agent fully capitalizes on Sui’s unique capabilities to deliver value that would be impossible otherwise. It sets a benchmark for what agents can achieve, with extraordinary potential for adoption and influence."
Highland,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
tukidrop,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
BlackSquid: Jumping,2,1,1,3,7.00,18%,1.75,Some sui integration but did not see the usecase for the AI.,,,,,,,,,,
Expuzi™,0,0,0,0,0.00,0%,0.00,"Demo did not work, passed a invalid value. No video no code.",,,,,,,,,,
SuiRichGuruAgent,0,0,0,0,0.00,0%,0.00,"Demo should be in english, saw some Eliza Twitter action. No website",,,,,,,,,,
Eliza Notary,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Foam,4,4,4,4,16.00,40%,4.00,Walrus integration and some defi integrations,,,,,,,,,,
sui-agent-kit,6,6,6,6,24.00,60%,6.00,Good library to easily integrate with sui defi protocols via agents.,,,,,,,,,,
Indra,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
SuiHubAI,3,4,4,4,15.00,38%,3.75,Weak sui integration,,,,,,,,,,
🤖 Ava the Portfolio Managing AI Agent,0,0,0,0,0.00,0%,0.00,Basic Sui Agent on eliza - no sui contracts,,,,,,,,,,
Build-A-Bot: Where Life-Long AI Companions Are Made,7,5,5,6,23.00,58%,5.75,No website. Market place integrated with Sui and Walrus.,,,,,,,,,,
Trackit,0,0,0,0,0.00,0%,0.00,Sui integration did not seem to be linked to the demo.,,,,,,,,,,
Tizzle,0,0,0,0,0.00,0%,0.00,"Only saw the sui provider to log in, no further integration.",,,,,,,,,,
AlphaSniffer,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Atoma Network n8n Community Node Integration,8,8,7,8,31.00,78%,7.75,Very powerful.,,,,,,,,,,
SUI AI Agent kit,6,7,6,6,25.00,63%,6.25,There is similar idea submitted. Need to check code for both.,,,,,,,,,,
Life Vacation,0,0,0,0,0.00,0%,0.00,Nothing relevant to judge.,,,,,,,,,,
Right community,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Egg AI,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
7K LP AI Agent,0,0,0,0,0.00,0%,0.00,Seems to be hard coded. Unsure.,,,,,,,,,,
Amored,0,0,0,0,0.00,0%,0.00,Disqualified,,,,,,,,,,
Mint AI,2,2,2,2,8.00,20%,2.00,Integration with Walrus but basic,,,,,,,,,,
Atoma Dreams,0,0,0,0,0.00,0%,0.00,Nothing to judge,,,,,,,,,,
DeepEyes - AI Agent Platform,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
sui-agent-kit-pelagosai,5,4,4,5,18.00,45%,4.50,Others looked more powerful,,,,,,,,,,
tai-shang-ai-saas-system,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
IVAN AI,4,4,5,4,17.00,43%,4.25,"Sleek UI, would like ot see more integrations.",,,,,,,,,,
SUI AI COIN,5,5,5,5,20.00,50%,5.00,Has sui integration with bots.,,,,,,,,,,
Anemone framework,6,3,3,5,17.00,43%,4.25,Repo does seems to not have all the code in the demo,,,,,,,,,,
SuiAutoFi,0,0,0,0,0.00,0%,0.00,The move PTBs do not seem real,,,,,,,,,,
yiuoouoii,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Nixora,0,0,0,0,0.00,0%,0.00,Not enough info to judge,,,,,,,,,,
Sui Light Agent,0,0,0,0,0.00,0%,0.00,Basic sui integration,,,,,,,,,,
DeCeek,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
ASTRA,0,0,0,0,0.00,0%,0.00,didnt see sui integration,,,,,,,,,,
Fate3AI,5,3,3,5,16.00,40%,4.00,Move code should use native randomness.,,,,,,,,,,
SuiMind,4,5,5,5,19.00,48%,4.75,Has some defi integrations. Has a bot which is good.,,,,,,,,,,
Sui Earn,0,0,0,0,0.00,0%,0.00,no AI,,,,,,,,,,
MonoQuery,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
5son,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
TrenchesAI,5,4,4,5,18.00,45%,4.50,ok automate coin creation ,,,,,,,,,,
Meow Star,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Cyper,0,0,0,0,0.00,0%,0.00,walrus integration for storage but did not see much after,,,,,,,,,,
EpicVerse,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
SUI Roast Agent,0,0,0,0,0.00,0%,0.00,live website did not work for me,,,,,,,,,,
Dominion Protector,8,7,7,8,30.00,75%,7.50,"Amazing, deserves to go to prod.",,,,,,,,,,
Memento OS,7,7,7,7,28.00,70%,7.00,Uses walrus and Sui. Cool concept.,,,,,,,,,,
@elizaos/plugin-navi,3,4,4,4,15.00,38%,3.75,Basic integration,,,,,,,,,,
Rivals AI,0,0,0,0,0.00,0%,0.00,basic sui actions,,,,,,,,,,
Humour9X,0,0,0,0,0.00,0%,0.00,basic sui contract - no website to test,,,,,,,,,,
Saito AI,0,0,0,0,0.00,0%,0.00,good idea but did not see Sui at all,,,,,,,,,,
The Jokepapa,6,5,5,5,21.00,53%,5.25,funny token creation with social agent,,,,,,,,,,
FungIPle,0,0,0,0,0.00,0%,0.00,no sui code,,,,,,,,,,
pyano.fun,5,5,5,5,20.00,50%,5.00,frontend looked well formatted,,,,,,,,,,
CyreneAI,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
SavageX,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
eliza-sui-news,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Suiiii,5,6,6,7,24.00,60%,6.00,,,,,,,,,,,
NexusAI,5,5,5,5,20.00,50%,5.00,demo didnt load. looks neat and integrated with several dApps,,,,,,,,,,
VCMilei,0,0,0,0,0.00,0%,0.00,weak sui integration,,,,,,,,,,
RinAI,0,0,0,0,0.00,0%,0.00,no sui,,,,,,,,,,
EverionAI,0,0,0,0,0.00,0%,0.00,seems to have mock data on UI,,,,,,,,,,
Liquid Agent,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
HealthGuard AI,0,0,0,0,0.00,0%,0.00,apart from zklogin not much,,,,,,,,,,
H2O Bounty,5,5,5,5,20.00,50%,5.00,how to deal with disputes?,,,,,,,,,,
Agent Builder,5,5,5,5,20.00,50%,5.00,ok a PR to eliza,,,,,,,,,,
DeepBookAI,6,6,5,5,22.00,55%,5.50,,,,,,,,,,,
Xfinder,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Mitsui Protocol,6,7,7,7,27.00,68%,6.75,Great UI and integrations,,,,,,,,,,
Fair Square,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
ArtChain AI,0,0,0,0,0.00,0%,0.00,website di dnot work for me,,,,,,,,,,
Sui AI Image Generator & NFT Minter,0,0,0,0,0.00,0%,0.00,demo threw an error and crashed,,,,,,,,,,
Numeron,8,7,7,7,29.00,73%,7.25,"Cool idea, tons of move code. Needs deeper look and website.",,,,,,,,,,
suicasm,0,0,0,0,0.00,0%,0.00,where is sui?,,,,,,,,,,
SuiSpark,3,3,3,3,12.00,30%,3.00,"well cool, idea no live website",,,,,,,,,,
Sui Portfolio Analysis Agent,1,1,1,1,4.00,10%,1.00,very basic,,,,,,,,,,
Five Realms,0,0,0,0,0.00,0%,0.00,no on-chain,,,,,,,,,,
Ephemeral,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Poink chat,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
LegalShieldAI,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Rockee,5,6,5,5,21.00,53%,5.25,"good UI, move integration with several protocols",,,,,,,,,,
Flyfish agent,0,0,0,0,0.00,0%,0.00,did not see sui integration,,,,,,,,,,
Matrix,1,1,1,1,4.00,10%,1.00,"cool concept, only integration is based on a copied move contract",,,,,,,,,,
NextGenius AI Agent,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Yamaswap,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
AtomaQuiz,0,0,0,0,0.00,0%,0.00,uses cairo not move,,,,,,,,,,
Defai Office,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Space Paws Mini-game: Wolf Game,4,5,5,5,19.00,48%,4.75,saves history on walrus and uses atoma (no Sui).,,,,,,,,,,
Vulkan,3,0,0,3,6.00,15%,1.50,demo errored out and only has limited features,,,,,,,,,,
Aiko,0,0,0,0,0.00,0%,0.00,code seems hidden,,,,,,,,,,
sui-agent (Zoe + Sui Agent Tools),5,7,7,7,26.00,65%,6.50,tons of integration and composable tools. worth to judge more.,,,,,,,,,,
Multimodal V-Tuber and Desktop Assistant,7,8,7,7,29.00,73%,7.25,"does not use Sui, but supports commands voices - which is cool.",,,,,,,,,,
DexterAI,5,5,5,5,20.00,50%,5.00,"integrates suilend, af and insidex api + atoma. ",,,,,,,,,,
DrPhil,0,0,0,0,0.00,0%,0.00,no Sui,,,,,,,,,,
Matchfluence,0,0,0,0,0.00,0%,0.00,no Sui,,,,,,,,,,
Sui Agent Typhoon,0,0,0,0,0.00,0%,0.00,all links seem to be broken,,,,,,,,,,
Eliza-NAVI-Trading,3,3,3,3,12.00,30%,3.00,Only supports navi swap on eliza,,,,,,,,,,
Fourier,0,0,0,0,0.00,0%,0.00,quiet basic,,,,,,,,,,
Colossuium,0,0,0,0,0.00,0%,0.00,interesting idea but did not see any sui on chain action,,,,,,,,,,
Synapse Wealth,0,0,0,0,0.00,0%,0.00,no code - github link is broken,,,,,,,,,,
RIFT,4,4,4,4,16.00,40%,4.00,good idea and concept but limitedon-chain interaction,,,,,,,,,,
AnnotaLens,0,0,0,0,0.00,0%,0.00,repo only has a basic move contract no demo link,,,,,,,,,,
OpenGraph : TensorflowSui,7,7,7,7,28.00,70%,7.00,serious attempt and complex move code. Need an expert to dig in this one,,,,,,,,,,
Bluefin Eliza OS Plugin,5,5,5,5,20.00,50%,5.00,bluefin plugin for eliza - needed,,,,,,,,,,
SuiDefiMadeEasy,0,0,0,0,0.00,0%,0.00,demo link and repo broken,,,,,,,,,,
Rugged-Club,1,1,1,1,4.00,10%,1.00,sui integration seems to be quiet limited. ,,,,,,,,,,
SuiMate Universe AI Agents: AIdeniyi + SuiTrivia + SuiTipper,6,6,6,6,24.00,60%,6.00,specialized educational sui agents and reward system,,,,,,,,,,
Sentient.ai,4,4,4,4,16.00,40%,4.00,no demo link - basic bluefin integration with strategy,,,,,,,,,,
Lora,0,0,0,0,,,,no sui integration nor walrus - only atoma,,,,,,,,,,
