Judge Name:,Dimitris Alexiadis,,,,,,,"See criteria descriptions on the right
--------------> ",Judging Rubric and Descriptions,,,,,,,,,
Track to Assess:,Defi,,,,,,,,,,,,,,,,,
SuiGuard: AI-Powered Security Agent for NFT Scam Detection,7,7,6,8,28.00,70%,7.00,simple implementation on an NFT image filtering,,,,,,,,,,"10 (exceeding): An exceeding agent is a highly refined system that operates seamlessly and provides a delightful interaction experience. Its functionality is robust, its interface is thoughtfully designed, and its usability is a pleasure. The agent feels polished and complete, with potential for significant real-world impact or user adoption. It represents everything an agent should aspire to be.
"
Toby,7,7,6,6,26.00,65%,6.50,solid usage of Eliza plugin,,,,,,,,,,
[Alberta] - Cybersecurity AI Assistant,6,6,6,6,24.00,60%,6.00,"couldn't understand very well the Sui integration, other than using Atoma",,,,,,,,,,
Imagine NFT | AI-Powered NFT Creation & Marketplace,5,7,6,6,24.00,60%,6.00,straightforward use case. not an agent. would be nice to integrate walrus.,Solution complexity and sophistication,"Judges assess the completeness and sophistication of the implementation of the agent. How much of the functionality is implemented? How correct is the implementation? How innovative is the usage of Sui features within the agent?

Teams are judged on the technical implementation of the agent, as distinct from the concept or user experience. While usability and interface design are relevant in other categories, this section focuses on the technical execution. For example, a well-coded agent that effectively leverages Sui’s unique features, such as composability or low latency, would score higher than one with a basic or generic implementation.

Agents should have a roughly complete and correct implementation to achieve a top score, but innovation in using Sui-specific features can further elevate the score. This could include leveraging Sui’s object composability, Move language capabilities, zkSend, dynamic fields, or designing for Sui’s low gas fees, high throughput, and low latency. An agent that goes beyond basic functionality to creatively integrate these features demonstrates strong technical sophistication.",,,,"- How much of the agent’s functionality is completed?
- What is the overall code quality of the implementation?
- How correct and reliable is the implementation? Are there any obvious bugs or errors in the final version?
- How “finished” and maintainable is the agent? Could it be further developed or scaled with ease?
- Has the agent effectively leveraged Sui’s unique features to create capabilities that are only possible on Sui? Examples include object composability, dynamic fields, zkSend, or low-latency/high-throughput design.",,,,"0-3 (poor): A poor technical implementation is absent, completely incorrect, or critically broken. Core agent workflows do not function as intended. There is minimal or no testing, code quality is abysmal, and maintenance is either nonexistent or infeasible."
Sui Story,8,6,6,7,27.00,68%,6.75,cool use case. deployed app didn't work.,,,,,,,,,,
WORLD3 - Crystal Caves,3,1,1,3,8.00,20%,2.00,cool game. could have a deeper Sui integration (saving checkpoints in the game is not that deep). no Sui contracts in the repo.,,,,,,,,,,"3-6 (mediocre): A mediocre technical implementation works, but with significant limitations. Core agent functionality exists but may be partially broken or implemented poorly. Some workflows may not function, and the implementation may be overly buggy or lack maintainability. An agent that minimally uses Sui features without innovation, or mimics standard approaches without leveraging Sui’s unique capabilities, falls into this category.
"
Courtroom Simulator,8,3,5,7,23.00,58%,5.75,cool idea. not deep Sui integration.,,,,,,,,,,
SuiSound,6,7,7,5,25.00,63%,6.25,solid e2e integration of eliza + some Sui functionality. not sure if the staking makes sense.,,,,,,,,,,
Suikai,7,7,9,7,30.00,75%,7.50,cool that they kind of build their own simple agents framework,,,,,,,,,,
Project Deceit,9,8,8,7,32.00,80%,8.00,very nice idea + execution. huge bonus for the walrus sites deployment,,,,,,,,,,
@suiware/ai-tools,6,6,6,8,26.00,65%,6.50,vercel ai sdk kit integrations. useful as an enabler.,,,,,,,,,,"6-9 (good): A good technical implementation works well, with minor or rare bugs. The agent adheres to Sui conventions and best practices, with reasonable code quality and sufficient testing. Testing processes are automated, and the implementation demonstrates signs of maintainability. Clever or innovative use of Sui’s unique features, such as dynamic fields or zkSend, can elevate an otherwise standard implementation to this level. 
"
Boris Boarman,8,7,7,8,30.00,75%,7.50,really cool idea. solid execution.,,,,,,,,,,
Token Tails,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
SuiZa,7,6,9,7,29.00,73%,7.25,cool idea. couldn't validate the AR/VR integration. bonus for the zk circuit.,,,,,,,,,,
Groq Agents,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
DeFiLink,5,3,3,5,16.00,40%,4.00,limited functionality. feels like a port from an older app (lots of TON code in there).,,,,,,,,,,
AgentFAI,6,6,7,7,26.00,65%,6.50,cool app for trading via chat. bonmus for zkLogin integration. demo was not working.,,,,,,,,,,"10 (exceeding): An exceptional technical implementation is elegant, thoroughly tested, fully documented, and easy to maintain. The agent leverages Sui’s unique capabilities in creative ways that go beyond standard approaches, potentially showcasing use cases that even the ecosystem’s creators may not have anticipated. A truly exceeding implementation blends technical brilliance with innovation, setting a benchmark for quality and creativity.
"
Marea AI,6,7,7,7,27.00,68%,6.75,cool app. demo works. bonus for zkLogin integration.,,,,,,,,,,
Ragen,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
AgentiPy,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
FinKeeper,5,3,3,5,16.00,40%,4.00,"works via telegram. code seems simple. also, a port form other hackathons.",Real-world utility and impact,"Judges assess the real-world utility and potential impact of the agent. How effectively does the agent address a meaningful problem? How relevant is the agent’s functionality in real-world scenarios? How well does it create tangible value for users or ecosystems?

Teams are judged on the agent's ability to provide a practical, scalable, and impactful solution. While technical implementation is considered in other categories, this section focuses on the real-world implications and benefits of the agent. For example, an agent that solves a widespread pain point or offers innovative solutions with clear utility would score higher than one with limited or niche use cases.

Agents should demonstrate a clear understanding of the problem they aim to solve and their broader implications for users or systems. Amplify their real-world relevance can elevate the score. An agent that aligns strongly with user needs while showcasing significant potential for adoption and scalability represents strong real-world utility and impact.",,,,"- At a high level, how effectively does this agent address real-world needs or challenges?
- Are there unique factors or attributes not captured in other criteria that significantly enhance the agent’s utility or merit?
- Does the agent integrate multiple aspects of functionality, design, or innovation in a way that strengthens its overall utility and impact?
- How scalable and adaptable is the agent for broader use cases or future development?
- How well does the agent balance technical innovation with practical, real-world application?",,,,"0-3 (poor): The agent has minimal or no real-world utility. It fails to address any meaningful problem or provide tangible value. The concept may lack scalability, clear use cases, or practical applications, and it doesn’t leverage Sui’s unique features in a meaningful way."
MemeX,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Suitami,5,2,4,3,14.00,35%,3.50,simple pdf + embeddings app. no meaningful Sui integration. would be nice to upload the files on walrus. demo is down.,,,,,,,,,,"3-6 (mediocre): The agent shows some potential for real-world utility but is limited in its scope, execution, or relevance. It may address a minor problem or niche use case but lacks scalability or broader applicability. While there may be some use of Sui’s features, it is either superficial or underwhelming."
Midas,6,5,5,6,22.00,55%,5.50,cool dashboards. chat assistant doesn't seem to be able to execute actions other than trasfer + balance ?,,,,,,,,,,
DolphAI.xyz,6,6,5,5,22.00,55%,5.50,cool dashboard. the claim AI analysis for the data but othet than that no other meaningful integration.,,,,,,,,,,
[Alberta] - Cybersecurity AI Assistant,0,0,0,0,0.00,0%,0.00,disqualified,,,,,,,,,,
Passive Income Asset Management AI Agent by Jugemu.ai,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SUIRISE,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,"6-9 (good): The agent demonstrates clear real-world utility and effectively addresses a meaningful problem. It is scalable and relevant, with strong potential for adoption in the Sui ecosystem or beyond. The agent leverages Sui’s unique features, such as composability or low-latency design, in a thoughtful way to enhance its impact."
BeforeLife,7,6,6,5,24.00,60%,6.00,"fun idea, demo not working, the bar looks cool ",,,,,,,,,,
neonet ai,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Fenz.AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
BackHack.dev,8,8,8,6,30.00,75%,7.50,"cool idea, cool zkLogin integration, cool demo",,,,,,,,,,
topkio.rs,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
PelicanBot,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,"10 (exceeding): The agent is a game-changing solution with exceptional real-world utility and impact. It addresses a significant problem or creates entirely new opportunities in a way that is scalable, relevant, and innovative. The agent fully capitalizes on Sui’s unique capabilities to deliver value that would be impossible otherwise. It sets a benchmark for what agents can achieve, with extraordinary potential for adoption and influence."
Highland,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
tukidrop,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
BlackSquid: Jumping,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Expuzi™,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiRichGuruAgent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Eliza Notary,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Foam,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
sui-agent-kit,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Indra,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiHubAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
🤖 Ava the Portfolio Managing AI Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Build-A-Bot: Where Life-Long AI Companions Are Made,8,8,8,7,31.00,78%,7.75,very cool idea + implementation on composability + AI agents. Bonus for walrus upload.,,,,,,,,,,
Trackit,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Tizzle,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
AlphaSniffer,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Atoma Network n8n Community Node Integration,8,6,6,7,27.00,68%,6.75,straightforward integration enabling n8n in atoma,,,,,,,,,,
SUI AI Agent kit,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Life Vacation,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Right community,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Egg AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
7K LP AI Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Amored,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Mint AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Atoma Dreams,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
DeepEyes - AI Agent Platform,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
sui-agent-kit-pelagosai,7,7,8,7,29.00,73%,7.25,custom AI toolkit for defi. props for landing page on walrus sites.,,,,,,,,,,
tai-shang-ai-saas-system,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
IVAN AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SUI AI COIN,7,7,7,7,28.00,70%,7.00,solid LLM token launchpad,,,,,,,,,,
Anemone framework,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiAutoFi,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
yiuoouoii,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Nixora,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Sui Light Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
DeCeek,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
ASTRA,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Fate3AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiMind,7,7,7,7,28.00,70%,7.00,extending Eliza with sui actions. great enabler.,,,,,,,,,,
Sui Earn,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
MonoQuery,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
5son,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
TrenchesAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Meow Star,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Cyper,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
EpicVerse,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SUI Roast Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Dominion Protector,8,8,9,8,33.00,83%,8.25,"great idea, solid execution",,,,,,,,,,
Memento OS,8,8,8,7,31.00,78%,7.75,"great retro aesthetics, working demo. bonus points for walrus",,,,,,,,,,
@elizaos/plugin-navi,6,6,6,7,25.00,63%,6.25,simple navi plugin for eliza,,,,,,,,,,
Rivals AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Humour9X,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Saito AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
The Jokepapa,7,7,7,4,25.00,63%,6.25,straightforward implementaion. working demo + storing on walrus,,,,,,,,,,
FungIPle,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
pyano.fun,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
CyreneAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SavageX,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
eliza-sui-news,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Suiiii,7,8,8,7,30.00,75%,7.50,cool project.,,,,,,,,,,
NexusAI,7,7,7,7,28.00,70%,7.00,no demo. touches a good surface of trading interactions.,,,,,,,,,,
VCMilei,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
RinAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
EverionAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Liquid Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
HealthGuard AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
H2O Bounty,6,5,5,5,21.00,53%,5.25,simple eliza use case,,,,,,,,,,
Agent Builder,7,8,8,8,31.00,78%,7.75,great enabler for the ecosystem,,,,,,,,,,
DeepBookAI,7,7,7,7,28.00,70%,7.00,custom built LLM powered trading interface,,,,,,,,,,
Xfinder,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Mitsui Protocol,7,8,8,7,30.00,75%,7.50,solid app building upon zkLogin + Walrus + Eliza plugin. would love to have seen a demo.,,,,,,,,,,
Fair Square,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
ArtChain AI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Sui AI Image Generator & NFT Minter,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Numeron,6,6,6,5,23.00,58%,5.75,not sure i got the Sui integration part,,,,,,,,,,
suicasm,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiSpark,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Sui Portfolio Analysis Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Five Realms,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Ephemeral,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Poink chat,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
LegalShieldAI,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Rockee,7,8,8,7,30.00,75%,7.50,solid demo for defi trading,,,,,,,,,,
Flyfish agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Matrix,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
NextGenius AI Agent,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Yamaswap,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
AtomaQuiz,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Defai Office,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Space Paws Mini-game: Wolf Game,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Vulkan,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Aiko,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
sui-agent (Zoe + Sui Agent Tools),0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Multimodal V-Tuber and Desktop Assistant,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
DexterAI,7,8,8,7,30.00,75%,7.50,wen access to judges? solid app with also great UI. bonus points for walrus integration.,,,,,,,,,,
DrPhil,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Matchfluence,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Sui Agent Typhoon,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Eliza-NAVI-Trading,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Fourier,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Colossuium,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Synapse Wealth,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
RIFT,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
AnnotaLens,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
OpenGraph : TensorflowSui,9,8,9,8,34.00,85%,8.50,"great idea, and really solid if it works.",,,,,,,,,,
Bluefin Eliza OS Plugin,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiDefiMadeEasy,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Rugged-Club,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
SuiMate Universe AI Agents: AIdeniyi + SuiTrivia + SuiTipper,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
Sentient.ai,0,0,0,0,0.00,0%,0.00,,,,,,,,,,,
