Judge Name:,Dimitris Alexiadis,,,,,,,"See criteria descriptions on the right
--------------> ",Judging Rubric and Descriptions,,,,,,,,,
Track to Assess:,Defi,,,,,,,,,,,,,,,,,
The Jokepapa,7,7,7,5,26.00,65%,6.50,solid app. bonus points for walrus upload,,,,,,,,,,"10 (exceeding): An exceeding agent is a highly refined system that operates seamlessly and provides a delightful interaction experience. Its functionality is robust, its interface is thoughtfully designed, and its usability is a pleasure. The agent feels polished and complete, with potential for significant real-world impact or user adoption. It represents everything an agent should aspire to be.
"
Suiiii,8,8,9,7,32.00,80%,8.00,very interesting idea + solid execution,,,,,,,,,,
NexusAI,6,7,7,6,26.00,65%,6.50,typical ai trading agent,,,,,,,,,,
Atoma Network n8n Community Node Integration,8,7,7,8,30.00,75%,7.50,enabling atoma in n8n. great ecosystem enabler,Solution complexity and sophistication,"Judges assess the completeness and sophistication of the implementation of the agent. How much of the functionality is implemented? How correct is the implementation? How innovative is the usage of Sui features within the agent?

Teams are judged on the technical implementation of the agent, as distinct from the concept or user experience. While usability and interface design are relevant in other categories, this section focuses on the technical execution. For example, a well-coded agent that effectively leverages Sui’s unique features, such as composability or low latency, would score higher than one with a basic or generic implementation.

Agents should have a roughly complete and correct implementation to achieve a top score, but innovation in using Sui-specific features can further elevate the score. This could include leveraging Sui’s object composability, Move language capabilities, zkSend, dynamic fields, or designing for Sui’s low gas fees, high throughput, and low latency. An agent that goes beyond basic functionality to creatively integrate these features demonstrates strong technical sophistication.",,,,"- How much of the agent’s functionality is completed?
- What is the overall code quality of the implementation?
- How correct and reliable is the implementation? Are there any obvious bugs or errors in the final version?
- How “finished” and maintainable is the agent? Could it be further developed or scaled with ease?
- Has the agent effectively leveraged Sui’s unique features to create capabilities that are only possible on Sui? Examples include object composability, dynamic fields, zkSend, or low-latency/high-throughput design.",,,,"0-3 (poor): A poor technical implementation is absent, completely incorrect, or critically broken. Core agent workflows do not function as intended. There is minimal or no testing, code quality is abysmal, and maintenance is either nonexistent or infeasible."
sui-agent-kit-pelagosai,7,7,8,7,29.00,73%,7.25,custom ai toolkit,,,,,,,,,,
IVAN AI,6,7,7,6,26.00,65%,6.50,LLM-powered trading integrating navi,,,,,,,,,,"3-6 (mediocre): A mediocre technical implementation works, but with significant limitations. Core agent functionality exists but may be partially broken or implemented poorly. Some workflows may not function, and the implementation may be overly buggy or lack maintainability. An agent that minimally uses Sui features without innovation, or mimics standard approaches without leveraging Sui’s unique capabilities, falls into this category.
"
SUI AI COIN,7,6,6,7,26.00,65%,6.50,solid LLM token launchpad,,,,,,,,,,
BeforeLife,7,7,7,5,26.00,65%,6.50,"fun idea, demo not working, the bar looks cool ",,,,,,,,,,
VCMilei,7,7,7,7,28.00,70%,7.00,"solid implementation of a ""vc agent""",,,,,,,,,,
EverionAI,7,8,8,7,30.00,75%,7.50,eliza + insights from social media + trades on Sui,,,,,,,,,,"6-9 (good): A good technical implementation works well, with minor or rare bugs. The agent adheres to Sui conventions and best practices, with reasonable code quality and sufficient testing. Testing processes are automated, and the implementation demonstrates signs of maintainability. Clever or innovative use of Sui’s unique features, such as dynamic fields or zkSend, can elevate an otherwise standard implementation to this level. 
"
H2O Bounty,6,5,5,6,22.00,55%,5.50,simple eliza use case,,,,,,,,,,
Agent Builder / 🤖 Ava the Portfolio Managing AI Agent,7,8,8,7,30.00,75%,7.50,deep integration of eliza + defi + atoma,,,,,,,,,,
DeepBookAI,6,8,8,7,29.00,73%,7.25,custom built trading LLM on DeepBook,,,,,,,,,,
Flyfish agent,7,7,7,7,28.00,70%,7.00,solid atoma + eliza + defi,,,,,,,,,,
DexterAI,7,8,8,7,30.00,75%,7.50,wen access to judges?,,,,,,,,,,
RIFT,8,7,8,6,29.00,73%,7.25,cool game with characters + sui integration,,,,,,,,,,"10 (exceeding): An exceptional technical implementation is elegant, thoroughly tested, fully documented, and easy to maintain. The agent leverages Sui’s unique capabilities in creative ways that go beyond standard approaches, potentially showcasing use cases that even the ecosystem’s creators may not have anticipated. A truly exceeding implementation blends technical brilliance with innovation, setting a benchmark for quality and creativity.
"
OpenGraph : TensorflowSui,10,9,10,8,37.00,93%,9.25,"crazy good idea + execution, impressive! great presentation as well.",,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,Real-world utility and impact,"Judges assess the real-world utility and potential impact of the agent. How effectively does the agent address a meaningful problem? How relevant is the agent’s functionality in real-world scenarios? How well does it create tangible value for users or ecosystems?

Teams are judged on the agent's ability to provide a practical, scalable, and impactful solution. While technical implementation is considered in other categories, this section focuses on the real-world implications and benefits of the agent. For example, an agent that solves a widespread pain point or offers innovative solutions with clear utility would score higher than one with limited or niche use cases.

Agents should demonstrate a clear understanding of the problem they aim to solve and their broader implications for users or systems. Amplify their real-world relevance can elevate the score. An agent that aligns strongly with user needs while showcasing significant potential for adoption and scalability represents strong real-world utility and impact.",,,,"- At a high level, how effectively does this agent address real-world needs or challenges?
- Are there unique factors or attributes not captured in other criteria that significantly enhance the agent’s utility or merit?
- Does the agent integrate multiple aspects of functionality, design, or innovation in a way that strengthens its overall utility and impact?
- How scalable and adaptable is the agent for broader use cases or future development?
- How well does the agent balance technical innovation with practical, real-world application?",,,,"0-3 (poor): The agent has minimal or no real-world utility. It fails to address any meaningful problem or provide tangible value. The concept may lack scalability, clear use cases, or practical applications, and it doesn’t leverage Sui’s unique features in a meaningful way."
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,"3-6 (mediocre): The agent shows some potential for real-world utility but is limited in its scope, execution, or relevance. It may address a minor problem or niche use case but lacks scalability or broader applicability. While there may be some use of Sui’s features, it is either superficial or underwhelming."
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,"6-9 (good): The agent demonstrates clear real-world utility and effectively addresses a meaningful problem. It is scalable and relevant, with strong potential for adoption in the Sui ecosystem or beyond. The agent leverages Sui’s unique features, such as composability or low-latency design, in a thoughtful way to enhance its impact."
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,"10 (exceeding): The agent is a game-changing solution with exceptional real-world utility and impact. It addresses a significant problem or creates entirely new opportunities in a way that is scalable, relevant, and innovative. The agent fully capitalizes on Sui’s unique capabilities to deliver value that would be impossible otherwise. It sets a benchmark for what agents can achieve, with extraordinary potential for adoption and influence."
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
,,,,,0.00,0%,#DIV/0!,,,,,,,,,,,
